Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;TCI_%;CAC_%;T.V.A_%;Formalites;Total_%
0304751000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304752000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304759000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030479;HS6;Autres;Fish fillets;;;;;;;
0304791000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304792000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304799000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030481;HS6;Saumons du Pacifique (Oncorhynchus nerka;Fish fillets;;;;;;;
0304811000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304812000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304819000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030482;HS6;Truites (Salmo trutta;Fish fillets;;;;;;;
0304821000;HS10;Truites (Salmo trutta - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304822000;HS10;Truites (Salmo trutta - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304829000;HS10;Truites (Salmo trutta - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030483;HS6;Poissons plats (Pleuronectidae;Fish fillets;;;;;;;
0304831000;HS10;Poissons plats (Pleuronectidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304832000;HS10;Poissons plats (Pleuronectidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304839000;HS10;Poissons plats (Pleuronectidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030484;HS6;Espadons (Xiphias gladius);Fish fillets;;;;;;;
0304841000;HS10;Espadons (Xiphias gladius) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304842000;HS10;Espadons (Xiphias gladius) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304849000;HS10;Espadons (Xiphias gladius) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030485;HS6;Légines (Dissostichus spp.);Fish fillets;;;;;;;
0304851000;HS10;Légines (Dissostichus spp.) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304852000;HS10;Légines (Dissostichus spp.) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304859000;HS10;Légines (Dissostichus spp.) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030486;HS6;Harengs (Clupea harengus;Fish fillets;;;;;;;
0304861000;HS10;Harengs (Clupea harengus - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304862000;HS10;Harengs (Clupea harengus - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304869000;HS10;Harengs (Clupea harengus - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030487;HS6;Thons (du genre Thunnus);Fish fillets;;;;;;;
0304871000;HS10;Thons (du genre Thunnus) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304872000;HS10;Thons (du genre Thunnus) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304879000;HS10;Thons (du genre Thunnus) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030488;HS6;Squales;Fish fillets;;;;;;;
0304881000;HS10;Squales - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304882000;HS10;Squales - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304889000;HS10;Squales - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030489;HS6;Autres;Fish fillets;;;;;;;
0304891000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304892000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304899000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030491;HS6;Espadons (Xiphias Gladius);Fish meat;;;;;;;
0304911000;HS10;Espadons (Xiphias Gladius) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304912000;HS10;Espadons (Xiphias Gladius) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304919000;HS10;Espadons (Xiphias Gladius) - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030492;HS6;Légines (Dissostichus spp.);Fish meat;;;;;;;
0304921000;HS10;Légines (Dissostichus spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304922000;HS10;Légines (Dissostichus spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304929000;HS10;Légines (Dissostichus spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030493;HS6;Tilapias (Oreochromis spp.);Fish meat;;;;;;;
0304931000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304932000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304939000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030494;HS6;Lieus d'Alaska (Theragra chalcogramma);Fish meat;;;;;;;
0304941000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304942000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304949000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030495;HS6;Poissons des familles Bregmacerotidae;Fish meat;;;;;;;
0304951000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304952000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304959000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030496;HS6;Squales;Fish meat;;;;;;;
0304961000;HS10;Squales - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304962000;HS10;Squales - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304969000;HS10;Squales - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030497;HS6;Raies (Rajidae);Fish meat;;;;;;;
0304971000;HS10;Raies (Rajidae) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304972000;HS10;Raies (Rajidae) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304979000;HS10;Raies (Rajidae) - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030499;HS6;Autres :;Fish meat;;;;;;;
0304991000;HS10;Autres : - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304992000;HS10;Autres : - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0304999000;HS10;Autres : - Autre;Fish meat - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305;RANGEE 05;"Fish, dried, salted or in brine; smoked fish, whether or not cooked before, or during the smoking process";;;;;;;;
030520;HS6;Foies et œufs de poissons séchés;Fish livers and roes;;;;;;;
0305201000;HS10;Foies et œufs de poissons séchés - Type 1;Fish livers and roes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305202000;HS10;Foies et œufs de poissons séchés - Type 2;Fish livers and roes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305209000;HS10;Foies et œufs de poissons séchés - Autre;Fish livers and roes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030531;HS6;Filets de tilapia séchés;Dried tilapia fillets;;;;;;;
0305311000;HS10;Filets de tilapia séchés - Type 1;Dried tilapia fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305312000;HS10;Filets de tilapia séchés - Type 2;Dried tilapia fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305319000;HS10;Filets de tilapia séchés - Autre;Dried tilapia fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030532;HS6;Poissons des familles Bregmacerotidae;Fish fillets;;;;;;;
0305321000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305322000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305329000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030539;HS6;Autres;Fish fillets;;;;;;;
0305391000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305392000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305399000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030541;HS6;Saumons fumés;Smoked salmon;;;;;;;
0305411000;HS10;Saumons fumés - Type 1;Smoked salmon - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305412000;HS10;Saumons fumés - Type 2;Smoked salmon - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305419000;HS10;Saumons fumés - Autre;Smoked salmon - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030542;HS6;Harengs fumés;Smoked herrings;;;;;;;
0305421000;HS10;Harengs fumés - Type 1;Smoked herrings - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305422000;HS10;Harengs fumés - Type 2;Smoked herrings - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305429000;HS10;Harengs fumés - Autre;Smoked herrings - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030543;HS6;Truites (Salmo trutta;Fish;;;;;;;
0305431000;HS10;Truites (Salmo trutta - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305432000;HS10;Truites (Salmo trutta - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305439000;HS10;Truites (Salmo trutta - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030544;HS6;Tilapias (Oreochromis spp.);Fish;;;;;;;
0305441000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305442000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305449000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030549;HS6;Autres;Fish;;;;;;;
0305491000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305492000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305499000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030551;HS6;Morues séchées;Dried cod;;;;;;;
0305511000;HS10;Morues séchées - Type 1;Dried cod - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305512000;HS10;Morues séchées - Type 2;Dried cod - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305519000;HS10;Morues séchées - Autre;Dried cod - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030552;HS6;Tilapias (Oreochromis spp.);Fish;;;;;;;
0305521000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305522000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305529000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030553;HS6;Poissons des familles Bregmacerotidae;Fish;;;;;;;
0305531000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305532000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305539000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030554;HS6;Harengs (Clupea harengus;Dried herrings;;;;;;;
0305541000;HS10;Harengs (Clupea harengus - Type 1;Dried herrings - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305542000;HS10;Harengs (Clupea harengus - Type 2;Dried herrings - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305549000;HS10;Harengs (Clupea harengus - Autre;Dried herrings - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030559;HS6;Autres;Fish;;;;;;;
0305591000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305592000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305599000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030561;HS6;Harengs salés;Salted herrings;;;;;;;
0305611000;HS10;Harengs salés - Type 1;Salted herrings - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305612000;HS10;Harengs salés - Type 2;Salted herrings - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305619000;HS10;Harengs salés - Autre;Salted herrings - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030562;HS6;Morues (Gardus morhua;Fish;;;;;;;
0305621000;HS10;Morues (Gardus morhua - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305622000;HS10;Morues (Gardus morhua - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305629000;HS10;Morues (Gardus morhua - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030563;HS6;Anchois (Engraulis spp.);Fish;;;;;;;
0305631000;HS10;Anchois (Engraulis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305632000;HS10;Anchois (Engraulis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305639000;HS10;Anchois (Engraulis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030564;HS6;Tilapias (Oreochromis spp.);Fish;;;;;;;
0305641000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305642000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305649000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030569;HS6;Autres;Fish;;;;;;;
0305691000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305692000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305699000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030571;HS6;Ailerons de requins;Shark fins;;;;;;;
0305711000;HS10;Ailerons de requins - Type 1;Shark fins - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305712000;HS10;Ailerons de requins - Type 2;Shark fins - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305719000;HS10;Ailerons de requins - Autre;Shark fins - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030572;HS6;Têtes;Fish;;;;;;;
0305721000;HS10;Têtes - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305722000;HS10;Têtes - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305729000;HS10;Têtes - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030579;HS6;Autres;Fish;;;;;;;
0305791000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305792000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0305799000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306;RANGEE 06;"Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine";;;;;;;;
030611;HS6;Langoustes congelées;Frozen rock lobster;;;;;;;
0306111000;HS10;Langoustes congelées - Type 1;Frozen rock lobster - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306112000;HS10;Langoustes congelées - Type 2;Frozen rock lobster - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306119000;HS10;Langoustes congelées - Autre;Frozen rock lobster - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030612;HS6;Homards congelés;Frozen lobsters;;;;;;;
0306121000;HS10;Homards congelés - Type 1;Frozen lobsters - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306122000;HS10;Homards congelés - Type 2;Frozen lobsters - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306129000;HS10;Homards congelés - Autre;Frozen lobsters - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030614;HS6;Crabes congelés;Frozen crabs;;;;;;;
0306141000;HS10;Crabes congelés - Type 1;Frozen crabs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306142000;HS10;Crabes congelés - Type 2;Frozen crabs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306149000;HS10;Crabes congelés - Autre;Frozen crabs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030615;HS6;Langoustines (Nephrops norvegicus);Crustaceans;;;;;;;
0306151000;HS10;Langoustines (Nephrops norvegicus) - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306152000;HS10;Langoustines (Nephrops norvegicus) - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306159000;HS10;Langoustines (Nephrops norvegicus) - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030616;HS6;Crevettes congelées;Frozen shrimps;;;;;;;
0306161000;HS10;Crevettes congelées - Type 1;Frozen shrimps - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306162000;HS10;Crevettes congelées - Type 2;Frozen shrimps - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306169000;HS10;Crevettes congelées - Autre;Frozen shrimps - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030617;HS6;Autres crevettes congelées;Other frozen shrimps;;;;;;;
0306171000;HS10;Autres crevettes congelées - Type 1;Other frozen shrimps - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306172000;HS10;Autres crevettes congelées - Type 2;Other frozen shrimps - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306179000;HS10;Autres crevettes congelées - Autre;Other frozen shrimps - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030619;HS6;Autres;Crustaceans;;;;;;;
0306191000;HS10;Autres - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306192000;HS10;Autres - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306199000;HS10;Autres - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030631;HS6;Langoustes vivantes;Live rock lobster;;;;;;;
0306311000;HS10;Langoustes vivantes - Type 1;Live rock lobster - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306312000;HS10;Langoustes vivantes - Type 2;Live rock lobster - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306319000;HS10;Langoustes vivantes - Autre;Live rock lobster - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030632;HS6;Homards vivants;Live lobsters;;;;;;;
0306321000;HS10;Homards vivants - Type 1;Live lobsters - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306322000;HS10;Homards vivants - Type 2;Live lobsters - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306329000;HS10;Homards vivants - Autre;Live lobsters - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030633;HS6;Crabes;Crustaceans;;;;;;;
0306331000;HS10;Crabes - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306332000;HS10;Crabes - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306339000;HS10;Crabes - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030634;HS6;Langoustines (Nephrops norvegicus);Crustaceans;;;;;;;
0306341000;HS10;Langoustines (Nephrops norvegicus) - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306342000;HS10;Langoustines (Nephrops norvegicus) - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306349000;HS10;Langoustines (Nephrops norvegicus) - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030635;HS6;Crevettes d'eau froide (Pandalus spp.;Crustaceans;;;;;;;
0306351000;HS10;Crevettes d'eau froide (Pandalus spp. - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306352000;HS10;Crevettes d'eau froide (Pandalus spp. - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306359000;HS10;Crevettes d'eau froide (Pandalus spp. - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030636;HS6;Autres crevettes;Crustaceans;;;;;;;
0306361000;HS10;Autres crevettes - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306362000;HS10;Autres crevettes - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306369000;HS10;Autres crevettes - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030639;HS6;Autres;Crustaceans;;;;;;;
0306391000;HS10;Autres - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306392000;HS10;Autres - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306399000;HS10;Autres - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030691;HS6;Langoustes (Palinurus spp. Panulirus spp. Jasus spp.);Crustaceans;;;;;;;
0306911000;HS10;Langoustes (Palinurus spp. Panulirus spp. Jasus spp.) - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306912000;HS10;Langoustes (Palinurus spp. Panulirus spp. Jasus spp.) - Type 2;Crustaceans - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0306919000;HS10;Langoustes (Palinurus spp. Panulirus spp. Jasus spp.) - Autre;Crustaceans - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
030692;HS6;Homards (Homarus spp.);Crustaceans;;;;;;;
0306921000;HS10;Homards (Homarus spp.) - Type 1;Crustaceans - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
