Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;CEDEAO_%;T.V.A_%;Formalites;Total_%
0304419000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030442;HS6;Truites (Salmo trutta;Fish fillets;;;;;;
0304421000;HS10;Truites (Salmo trutta - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304422000;HS10;Truites (Salmo trutta - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304429000;HS10;Truites (Salmo trutta - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030443;HS6;Poissons plats (Pleuronectidae;Fish fillets;;;;;;
0304431000;HS10;Poissons plats (Pleuronectidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304432000;HS10;Poissons plats (Pleuronectidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304439000;HS10;Poissons plats (Pleuronectidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030444;HS6;Poissons des familles Bregmacerotidae;Fish fillets;;;;;;
0304441000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304442000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304449000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030445;HS6;Espadons (Xiphias gladius);Fish fillets;;;;;;
0304451000;HS10;Espadons (Xiphias gladius) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304452000;HS10;Espadons (Xiphias gladius) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304459000;HS10;Espadons (Xiphias gladius) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030446;HS6;Légines (Dissostichus spp.);Fish fillets;;;;;;
0304461000;HS10;Légines (Dissostichus spp.) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304462000;HS10;Légines (Dissostichus spp.) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304469000;HS10;Légines (Dissostichus spp.) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030447;HS6;Squales;Fish fillets;;;;;;
0304471000;HS10;Squales - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304472000;HS10;Squales - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304479000;HS10;Squales - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030448;HS6;Raies (Rajidae);Fish fillets;;;;;;
0304481000;HS10;Raies (Rajidae) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304482000;HS10;Raies (Rajidae) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304489000;HS10;Raies (Rajidae) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030449;HS6;Autres;Fish fillets;;;;;;
0304491000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304492000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304499000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030451;HS6;Tilapias (Oreochromis spp.);Fish meat;;;;;;
0304511000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304512000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304519000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030452;HS6;Salmonidés;Fish meat;;;;;;
0304521000;HS10;Salmonidés - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304522000;HS10;Salmonidés - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304529000;HS10;Salmonidés - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030453;HS6;Poissons des familles Bregmacerotidae;Fish meat;;;;;;
0304531000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304532000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304539000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030454;HS6;Espadons (Xiphias gladius);Fish meat;;;;;;
0304541000;HS10;Espadons (Xiphias gladius) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304542000;HS10;Espadons (Xiphias gladius) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304549000;HS10;Espadons (Xiphias gladius) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030455;HS6;Légines (Dissostichus spp.);Fish meat;;;;;;
0304551000;HS10;Légines (Dissostichus spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304552000;HS10;Légines (Dissostichus spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304559000;HS10;Légines (Dissostichus spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030456;HS6;Squales;Fish meat;;;;;;
0304561000;HS10;Squales - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304562000;HS10;Squales - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304569000;HS10;Squales - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030457;HS6;Raies (Rajidae);Fish meat;;;;;;
0304571000;HS10;Raies (Rajidae) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304572000;HS10;Raies (Rajidae) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304579000;HS10;Raies (Rajidae) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030459;HS6;Autres;Fish meat;;;;;;
0304591000;HS10;Autres - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304592000;HS10;Autres - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304599000;HS10;Autres - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030461;HS6;Tilapias (Oreochromis spp.);Fish fillets;;;;;;
0304611000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304612000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304619000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030462;HS6;Siluridés (Pangasius spp.;Fish fillets;;;;;;
0304621000;HS10;Siluridés (Pangasius spp. - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304622000;HS10;Siluridés (Pangasius spp. - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304629000;HS10;Siluridés (Pangasius spp. - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030463;HS6;Perches du Nil (Lates niloticus);Fish fillets;;;;;;
0304631000;HS10;Perches du Nil (Lates niloticus) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304632000;HS10;Perches du Nil (Lates niloticus) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304639000;HS10;Perches du Nil (Lates niloticus) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030469;HS6;Autres;Fish fillets;;;;;;
0304691000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304692000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304699000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030471;HS6;Morues (Gadus morhua;Fish fillets;;;;;;
0304711000;HS10;Morues (Gadus morhua - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304712000;HS10;Morues (Gadus morhua - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304719000;HS10;Morues (Gadus morhua - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030472;HS6;Eglefins (Melanogrammus aeglefinus);Fish fillets;;;;;;
0304721000;HS10;Eglefins (Melanogrammus aeglefinus) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304722000;HS10;Eglefins (Melanogrammus aeglefinus) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304729000;HS10;Eglefins (Melanogrammus aeglefinus) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030473;HS6;Lieus noirs (Pollachius virens);Fish fillets;;;;;;
0304731000;HS10;Lieus noirs (Pollachius virens) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304732000;HS10;Lieus noirs (Pollachius virens) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304739000;HS10;Lieus noirs (Pollachius virens) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030474;HS6;Merlus (Merluccius spp.;Fish fillets;;;;;;
0304741000;HS10;Merlus (Merluccius spp. - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304742000;HS10;Merlus (Merluccius spp. - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304749000;HS10;Merlus (Merluccius spp. - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030475;HS6;Lieus d'Alaska (Theragra chalcogramma);Fish fillets;;;;;;
0304751000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304752000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304759000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030479;HS6;Autres;Fish fillets;;;;;;
0304791000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304792000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304799000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030481;HS6;Saumons du Pacifique (Oncorhynchus nerka;Fish fillets;;;;;;
0304811000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304812000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304819000;HS10;Saumons du Pacifique (Oncorhynchus nerka - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030482;HS6;Truites (Salmo trutta;Fish fillets;;;;;;
0304821000;HS10;Truites (Salmo trutta - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304822000;HS10;Truites (Salmo trutta - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304829000;HS10;Truites (Salmo trutta - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030483;HS6;Poissons plats (Pleuronectidae;Fish fillets;;;;;;
0304831000;HS10;Poissons plats (Pleuronectidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304832000;HS10;Poissons plats (Pleuronectidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304839000;HS10;Poissons plats (Pleuronectidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030484;HS6;Espadons (Xiphias gladius);Fish fillets;;;;;;
0304841000;HS10;Espadons (Xiphias gladius) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304842000;HS10;Espadons (Xiphias gladius) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304849000;HS10;Espadons (Xiphias gladius) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030485;HS6;Légines (Dissostichus spp.);Fish fillets;;;;;;
0304851000;HS10;Légines (Dissostichus spp.) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304852000;HS10;Légines (Dissostichus spp.) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304859000;HS10;Légines (Dissostichus spp.) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030486;HS6;Harengs (Clupea harengus;Fish fillets;;;;;;
0304861000;HS10;Harengs (Clupea harengus - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304862000;HS10;Harengs (Clupea harengus - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304869000;HS10;Harengs (Clupea harengus - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030487;HS6;Thons (du genre Thunnus);Fish fillets;;;;;;
0304871000;HS10;Thons (du genre Thunnus) - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304872000;HS10;Thons (du genre Thunnus) - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304879000;HS10;Thons (du genre Thunnus) - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030488;HS6;Squales;Fish fillets;;;;;;
0304881000;HS10;Squales - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304882000;HS10;Squales - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304889000;HS10;Squales - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030489;HS6;Autres;Fish fillets;;;;;;
0304891000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304892000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304899000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030491;HS6;Espadons (Xiphias Gladius);Fish meat;;;;;;
0304911000;HS10;Espadons (Xiphias Gladius) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304912000;HS10;Espadons (Xiphias Gladius) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304919000;HS10;Espadons (Xiphias Gladius) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030492;HS6;Légines (Dissostichus spp.);Fish meat;;;;;;
0304921000;HS10;Légines (Dissostichus spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304922000;HS10;Légines (Dissostichus spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304929000;HS10;Légines (Dissostichus spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030493;HS6;Tilapias (Oreochromis spp.);Fish meat;;;;;;
0304931000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304932000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304939000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030494;HS6;Lieus d'Alaska (Theragra chalcogramma);Fish meat;;;;;;
0304941000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304942000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304949000;HS10;Lieus d'Alaska (Theragra chalcogramma) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030495;HS6;Poissons des familles Bregmacerotidae;Fish meat;;;;;;
0304951000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304952000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304959000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030496;HS6;Squales;Fish meat;;;;;;
0304961000;HS10;Squales - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304962000;HS10;Squales - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304969000;HS10;Squales - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030497;HS6;Raies (Rajidae);Fish meat;;;;;;
0304971000;HS10;Raies (Rajidae) - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304972000;HS10;Raies (Rajidae) - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304979000;HS10;Raies (Rajidae) - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
030499;HS6;Autres :;Fish meat;;;;;;
0304991000;HS10;Autres : - Type 1;Fish meat - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0304992000;HS10;Autres : - Type 2;Fish meat - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0304999000;HS10;Autres : - Autre;Fish meat - Other;Alimentation;20.0;1.0;18.0;=;39.0
0305;RANGEE 05;"Fish, dried, salted or in brine; smoked fish, whether or not cooked before, or during the smoking process";;;;;;;
030520;HS6;Foies et œufs de poissons séchés;Fish livers and roes;;;;;;
0305201000;HS10;Foies et œufs de poissons séchés - Type 1;Fish livers and roes - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305202000;HS10;Foies et œufs de poissons séchés - Type 2;Fish livers and roes - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305209000;HS10;Foies et œufs de poissons séchés - Autre;Fish livers and roes - Other;Alimentation;20.0;1.0;18.0;=;39.0
030531;HS6;Filets de tilapia séchés;Dried tilapia fillets;;;;;;
0305311000;HS10;Filets de tilapia séchés - Type 1;Dried tilapia fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305312000;HS10;Filets de tilapia séchés - Type 2;Dried tilapia fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305319000;HS10;Filets de tilapia séchés - Autre;Dried tilapia fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030532;HS6;Poissons des familles Bregmacerotidae;Fish fillets;;;;;;
0305321000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305322000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305329000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030539;HS6;Autres;Fish fillets;;;;;;
0305391000;HS10;Autres - Type 1;Fish fillets - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305392000;HS10;Autres - Type 2;Fish fillets - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305399000;HS10;Autres - Autre;Fish fillets - Other;Alimentation;20.0;1.0;18.0;=;39.0
030541;HS6;Saumons fumés;Smoked salmon;;;;;;
0305411000;HS10;Saumons fumés - Type 1;Smoked salmon - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305412000;HS10;Saumons fumés - Type 2;Smoked salmon - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305419000;HS10;Saumons fumés - Autre;Smoked salmon - Other;Alimentation;20.0;1.0;18.0;=;39.0
030542;HS6;Harengs fumés;Smoked herrings;;;;;;
0305421000;HS10;Harengs fumés - Type 1;Smoked herrings - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305422000;HS10;Harengs fumés - Type 2;Smoked herrings - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305429000;HS10;Harengs fumés - Autre;Smoked herrings - Other;Alimentation;20.0;1.0;18.0;=;39.0
030543;HS6;Truites (Salmo trutta;Fish;;;;;;
0305431000;HS10;Truites (Salmo trutta - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305432000;HS10;Truites (Salmo trutta - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305439000;HS10;Truites (Salmo trutta - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030544;HS6;Tilapias (Oreochromis spp.);Fish;;;;;;
0305441000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305442000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305449000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030549;HS6;Autres;Fish;;;;;;
0305491000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305492000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305499000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030551;HS6;Morues séchées;Dried cod;;;;;;
0305511000;HS10;Morues séchées - Type 1;Dried cod - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305512000;HS10;Morues séchées - Type 2;Dried cod - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305519000;HS10;Morues séchées - Autre;Dried cod - Other;Alimentation;20.0;1.0;18.0;=;39.0
030552;HS6;Tilapias (Oreochromis spp.);Fish;;;;;;
0305521000;HS10;Tilapias (Oreochromis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305522000;HS10;Tilapias (Oreochromis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305529000;HS10;Tilapias (Oreochromis spp.) - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030553;HS6;Poissons des familles Bregmacerotidae;Fish;;;;;;
0305531000;HS10;Poissons des familles Bregmacerotidae - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305532000;HS10;Poissons des familles Bregmacerotidae - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305539000;HS10;Poissons des familles Bregmacerotidae - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030554;HS6;Harengs (Clupea harengus;Dried herrings;;;;;;
0305541000;HS10;Harengs (Clupea harengus - Type 1;Dried herrings - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305542000;HS10;Harengs (Clupea harengus - Type 2;Dried herrings - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305549000;HS10;Harengs (Clupea harengus - Autre;Dried herrings - Other;Alimentation;20.0;1.0;18.0;=;39.0
030559;HS6;Autres;Fish;;;;;;
0305591000;HS10;Autres - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305592000;HS10;Autres - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305599000;HS10;Autres - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030561;HS6;Harengs salés;Salted herrings;;;;;;
0305611000;HS10;Harengs salés - Type 1;Salted herrings - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305612000;HS10;Harengs salés - Type 2;Salted herrings - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305619000;HS10;Harengs salés - Autre;Salted herrings - Other;Alimentation;20.0;1.0;18.0;=;39.0
030562;HS6;Morues (Gardus morhua;Fish;;;;;;
0305621000;HS10;Morues (Gardus morhua - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305622000;HS10;Morues (Gardus morhua - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0305629000;HS10;Morues (Gardus morhua - Autre;Fish - Other;Alimentation;20.0;1.0;18.0;=;39.0
030563;HS6;Anchois (Engraulis spp.);Fish;;;;;;
0305631000;HS10;Anchois (Engraulis spp.) - Type 1;Fish - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0305632000;HS10;Anchois (Engraulis spp.) - Type 2;Fish - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
