"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030247;Espadons (Xiphias gladius);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030249;Autres;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030251;Morues fraîches;Cod;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030252;Eglefins (Melanogrammus aeglefinus);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030253;Lieus noirs (Pollachius virens);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030254;Merlus (Merluccius spp.;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030255;Lieus d'Alaska (Theragra chalcogramma);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030256;Merlans bleus (Micromesistius poutassou;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030259;Autres;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030271;Tilapias frais;Tilapia;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030272;Poissons-chats frais;Catfish;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030273;Carpes (Cyprinus spp.;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030274;Anguilles (Anguilla spp.);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030279;Autres;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030281;Requins frais;Sharks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030282;Raies (Rajidae);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030283;Légines (Dissostichus spp.);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030284;Bars (Dicentrarchus spp.);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030285;Dorades (Sparidés) (Sparidae);Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030289;Autres;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030291;Foies;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030292;Ailerons de requins;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030299;Autres;Fish;fresh or chilled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030311;Saumons du Pacifique congelés;Pacific salmon;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030312;Autres salmonidés congelés;Other salmonidae;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030313;Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030314;Truites congelées;Trout;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030319;Autres;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030323;Tilapias congelés;Tilapia;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030324;Poissons-chats congelés;Catfish;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030325;Carpes (Cyprinus spp.;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030326;Anguilles (Anguilla spp.);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030329;Autres;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030331;Flétans congelés;Halibut;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030332;Plies et carrelets (Pleuronectes platessa);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030333;Soles (Solea spp.);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030334;Turbots (Psetta maxima);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030339;Autres;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030341;Thons albacores congelés;Albacore tuna;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030342;Thons à nageoires jaunes congelés;Yellowfin tuna;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030343;Listaos (bonites à ventre rayé) (Katsuwonus pelamis);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030344;Thons obèses (Thunnus obesus);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030345;Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030346;Thons rouges du sud (Thunnus maccoyii);Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030349;Autres;Fish;frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03;Poissons;Fish;030351;Harengs congelés;Herrings;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
