Chapitre;Code_Position_10_chiffres;Designation;Droit_Importation_DI;Taxe_Parafiscale_Importation_TPI;Taxe_Valeur_Ajoutee_TVA;Taxe_Interieure_Consommation_TIC;Formalites_particulieres;Source
02;0207279090;- - - - - autres abats£- De canards, d'oies ou de pintades :;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207410000;- Non découpés en morceaux, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207420000;- Non découpés en morceaux, congelés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207430000;- Foies gras, frais ou réfrigérés;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207440000;- - Autres, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207451000;- - foies gras;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207459000;- - - - autres;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207510000;- Non découpés en morceaux, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207520000;- Non découpés en morceaux, congelés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207530000;- Foies gras, frais ou réfrigérés;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207540000;- - Autres, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207551000;- - foies gras;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207559000;- - - - autres;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600010;- - non découpés en morceaux, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600020;- - non découpés en morceaux, congelés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600030;- - foies gras, frais ou réfrigérés– – – autres, frais ou réfrigérés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600041;- - - foies- - - - morceaux:;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600042;- - - - désossés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600043;- - - - non désossés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600049;- - - autres abats– – –  autres, congelés:- - - - morceaux:;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600081;- - - - désossés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600089;- - - - non désossés;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0207600090;- - - autres abats;100 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208100010;- - destinés à la fabrication de produits pharmaceutiques£- - - autres :;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208100090;- - - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208300010;- - abats destinés à la fabrication de produits pharmaceutiques;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208300090;- - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400003;- - - d'otaries et phoques, lions de mer et morses (mamifères du sous ordre des pinnipèdes);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400005;- - - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400020;- - viandes de baleine;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400030;- - viandes de phoque– – – autres:;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400081;- - - d'otaries et phoques, lions de mer et morses (mamifères du sous ordre des pinnipèdes);40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208400089;- - - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208500010;- - abats destinés à la fabrication de produits pharmaceutiques;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208500090;- - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208600010;- - abats destinés à la fabrication de produits pharmaceutiques;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208600090;- - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208900010;- - de pigeons domestiques;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208900020;- - de gibier£- - - autres :;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208900092;- - - abats destinés à la fabrication de produits pharmaceutiques;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208900094;- - - cuisses de grenouilles;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0208900096;- - - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0209100000;- - - De porc;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0209900010;- - - lard;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0209900090;- - graisse de volailles;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210110000;- - - - jambons, épaules et leurs morceaux, non désossés;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210120000;- - - - Poitrines (entrelardées) et leurs morceaux;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210190000;- - - Autres;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210201100;- - - non désossées£- - - - désossées :;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210201500;- - - - - séchées;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210201700;- - - - - - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210209000;- - - - autres£- Autres, y compris les farines et poudres, comestibles, de viandes ou d'abats :;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210910000;- - De primates;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210920021;- - - d'otaries et phoques, lions de mer et morses (mamifères du sousordredes pinnipèdes);40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210920029;- - - autres– – – autres:;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210920081;- - - d'otaries et phoques, lions de mer et morses (mamifères du sousordredes pinnipèdes);40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210920089;- - - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210930000;- - De repriles;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210991000;- - viandes de l'espèce ovine et caprine;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999010;- - - - foies de volailles, salés ou saumure;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999020;- - - viandes de cheval salées ou en saumure ou bien séchées£- - - - abats :£- - - - - de l'espèce porcine domestique :;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999030;- - - - - abats:  de l espèce porcine domestique;49 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999040;- - - - de l'espèce bovine domestique;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999060;- - - - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
02;0210999070;- - - autres;40 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301110000;- D'eau douce;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301190000;- Autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301911000;- - destinées au repeuplement des rivières;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301919000;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301921000;- - destinées au repeuplement des rivières;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301929010;- - - civelles;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301929090;- - - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301933000;- - destinées au repeuplement des rivières;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301937000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301940000;- Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus,Thunnus orientalis);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301950000;- Thons rouges du sud (Thunnus maccoyii);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301991500;- - - destinés au repeuplement des rivières;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301991910;- - - - saumons et corégones;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301991920;- - - - autres salmonidés;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301991970;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998010;- - - maquereaux;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998020;- - - thons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998030;- - - sardines;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998040;- - - soles;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998050;- - - anchois;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998060;- - - merlans;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0301998090;- - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302110000;- - - - - Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302130000;- Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha,Oncorhynchus Keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch,Oncorhynchus masou et Oncorhynchus rhodurus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302140000;- saumons de l'Atlantique (Salmo salar ) et saumons du Danube (Hucho hucho );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302190000;- Autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302210000;- Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302220000;- Plies ou carrelets (Pleuronectes platessa );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302230000;- Soles (Solea spp);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302240000;- Turbots (Psetta maxima.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302290000;- - - - Autres��- Thons (du genre Thunnus ), listaos ou bonites �entre ray�Euthynnus (Katsuwonus ) pelamis), ��exclusion des foies, oeufs et laitances :;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302310000;- Thons blancs ou germons (Thunnus alalunga );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302320000;- Thons à nageoires jaunes (Thunnus albacares );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302330000;- de poissons de mer;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302340000;- Thons ob�s (Thunnus obesus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302350000;- Thons rouges (Thunnus thynnus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302360000;- Thons rouges du sud (Thunnus maccoyii);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302390000;- Autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302410000;- Harengs (Clupea harengus, Clupea pallassii);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302420000;- Anchois (Engraulis spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302430010;- - sardines (Sardina pilchardus, Sardinops spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302430020;- - sardines (Sardinella spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302430030;- - sprats ou esprots (Sprattus sprattus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302440000;- Maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302450000;- Chinchards (Trachurus spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302460000;- Mafous (Rachycentron canadum);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302470000;- Espadons (Xiphias gladius)Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, à l'exclusion des foies, oeufs et laitances :;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302490000;- - - Autres– Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, à l'exclusion des abats de poissons comestibles des n° 0302.91 à 0302.99 :;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302510000;- Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus),;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302520000;- Eglefins ( Melanogrammus aeglefinus );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302530000;- Lieus noirs ( Pollachius virens );10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302540000;- Merlus (Merluccius spp. Urophycis spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302550000;- Lieus d�Alaska (Theragra chalcogramma);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302560000;- Merlans bleus (Micromesistius poutassou, Micromesistius australis);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302590020;- - merlans, autres que merlans bleus;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302590080;"- - autres
£–Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp.,
£Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp.,
£Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, C";10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302710000;- Tilapias (Oreochromis spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302720000;- Silurid�(Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302730000;- carpes (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302740020;- - civelles;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302740080;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302790000;- Autres– Autres poissons, à l'exclusion des abats de poissonscomestibles des n° 0302.91 à 0302.99:;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302810000;- Squales;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302820000;- Raies (Rajidae);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302830000;- L�nes (Dissostichus spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302840000;- Bars (Dicentrarchus spp.);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302850000;- Dorades (Sparidés) (Sparidae);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302890020;- - d'eau douce;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302890090;- - de mer;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302910010;- - de poissons d'eau douce;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302910090;- - de poissons de mer;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302920000;- Ailerons de requins;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302990010;- - de poissons d'eau douce;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0302990090;- - de poissons de mer;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
03;0303110000;- Saumons rouges (Oncorhynchus nerka);10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
